品牌,新车价格,里程(万公里),价格,
日产,16.88,2.1,10.8,
奔驰,24.98,4.9,15.98,
雪铁龙,11.68,11,1.68,
比亚迪,11.78,1.9,8.98,
奔驰,35.08,13,16.68,
本田,25.38,8.7,14.18,
奥迪,41.98,8.5,28.68,
宝马,64.4,17.9,6.88,
本田,17.98,12.04,8.6,
本田,29.28,4,19.98,
奥迪,85.88,1.33,58.8,
奥迪,45.02,5.3,28.98,
思皓,6.99,4.9,4.5,
沃尔沃,44.79,0.95,32.57,
远程汽车,13.88,4.18,6.08,
福特,26.98,6,12.98,
丰田,35,21.6,2.38,
保时捷,143.8,14,15.8,
路虎,36.58,6,14.58,
奥迪,31.88,8.5,17.98,
雷克萨斯,47.9,2.1,35,
吉利汽车,13.2,2.1,8,
宝马,48.69,5.5,35.5,
宝马,106.3,14,11.88,
奥迪,44.38,4.9,30.68,
本田,8.18,6.7,4.98,
奔驰,43.58,6,26.58,
奔驰,44.01,0.59,41.3,
大众,16.59,7.2,6.7,
丰田,110,13,26.3,
宝马,35.88,9,9.98,
宝马,49.96,11,13.98,
奥迪,40.98,5.1,26.68,
凯迪拉克,48.99,11,15.68,
宝马,32.99,4.1,22.88,
大众,16.09,0.95,12.5,
比亚迪,11.78,1.29,8.18,
奥迪,22.88,2.7,13.98,
路虎,104.8,14.1,33.88,
凯迪拉克,44.67,1,32.8,
陆风,12.39,8.5,2.98,
奔驰,71,13.5,8.38,
长安,13.39,1.8,8.2,
雷克萨斯,57.5,24,20.9,
雷克萨斯,29,3,22.58,
奔驰,27.48,10,14.6,
宝马,56.25,0.75,43.8,
路虎,100.6,8.5,61.8,
特斯拉,23.19,3.7,18.08,
奥迪,34.38,1.8,23.98,
奥迪,34.98,4.03,22.9,
日产,10.98,6.5,3.58,
荣威,11.47,8.1,1.37,
广汽传祺,10.68,8.5,3.48,
长安,11.69,1.55,6.21,
宝马,74.69,1.3,39.8,
吉利汽车,6.98,6.8,4.3,
奔驰,30.78,4.4,22.8,
埃安,13.98,15.7,6.38,
路虎,100.8,5.5,66.7,
奔驰,116,20,15.5,
奥迪,127.48,1.26,95.8,
雪铁龙,7.38,12,0.98,
英菲尼迪,26.48,5,13.35,
雪佛兰,13.05,11,2.28,
宝马,126.9,0.53,95.88,
大众,17.99,0.1,13.58,
铃木,7.88,5.8,4.98,
大众,22.58,12,3.98,
奔驰,42.28,8.2,28.38,
保时捷,54.5,4.3,36.58,
宝马,34.98,10,11.98,
奔驰,24.98,6,15.8,
丰田,42.98,10.7,27.3,
宝骏,8.78,7.2,2.68,
凯迪拉克,39.98,7,8.88,
宝马,27.98,3.5,16.58,
领克,14.68,0.7,9.3,
奥迪,88.98,0.1,70.98,
别克,10.49,11.3,1.88,
广汽传祺,20.98,11.6,6.38,
哈弗,13.3,6,5.68,
奔驰,58.8,15,8.2,
奔驰,81.2,8,17.88,
宝马,106.9,0.2,85.8,
奔驰,31.88,4.6,22.9,
奔腾,10.98,10,2.45,
奔驰,26.7,7,11.5,
宝马,31.89,5.84,21.7,
奥迪,39.68,4.8,26.98,
奥迪,41.98,1.95,31.99,
MINI,26.9,10,4.98,
宝马,42.58,7.07,25.5,
奥迪,82.98,0.01,66.8,
奔驰,42.58,15,23.8,
奥迪,88.98,0.01,71.78,
奥迪,127.48,1.67,97.7,
保时捷,55.4,1.88,51.5,
福特,30.68,7,10.88,
奥迪,37.98,0.55,29.18,
保时捷,98.4,9.5,34.98,
宝马,82.8,4.1,56.88,
福特,10.48,8.9,1.58,
斯巴鲁,25.48,15,2.78,
雷克萨斯,59.8,16.2,8.98,
宝马,31.89,1.8,24.5,
现代,19.68,13,4.58,
大众,27.98,3,16.98,
日产,18.78,1.28,12.18,
大众,9.08,15,1.39,
奥迪,38.36,8.99,8.99,
丰田,30.68,8.4,19.98,
丰田,14.28,3.6,8.68,
宝马,31.89,6,19.39,
奥迪,44.45,1.29,28.88,
福特,21.78,10,4.3,
奔驰,35.12,0.7,27.2,
保时捷,68.8,14,21.99,
凯迪拉克,29.38,4,11.8,
宝马,46.39,0.56,37.98,
奔驰,37.56,0.7,30.68,
日产,14.18,13,3.4,
雪佛兰,16.99,16,2.68,
铃木,11.98,18,1.39,
丰田,14.48,11.9,2.28,
奔驰,34.78,1.2,29.98,
宝马,43.39,0.6,35.58,
奔驰,38.48,1.1,31.6,
奥迪,28.67,8,6.98,
比亚迪,20.98,2.6,14.68,
奥迪,30.28,4.54,16.2,
奥迪,24.28,13.9,6.98,
雷克萨斯,48.4,13.16,9.98,
大众,21.18,6.9,6.98,
林肯,26.98,2.1,18.88,
英菲尼迪,30.98,11,8.9,
雷克萨斯,47.9,3.5,37.5,
奔驰,32.38,6.5,14.68,
凯迪拉克,36.99,8.6,9.98,
奥迪,42.79,0.01,36.3,
奥迪,22.88,1.9,12.8,
英菲尼迪,30.98,8.8,9.68,
福特,暂无报价,2.3,18.8,
本田,26.38,7.9,16.99,
奔驰,25.44,1.85,17.48,
大众,36.06,17.7,6.88,
丰田,28.98,6,18.7,
别克,26.99,9,9.58,
奥迪,52.18,0.01,44.58,
奔驰,36.92,1.8,29.98,
宝马,47.19,0.49,38.3,
奔驰,43.99,2.4,35.8,
红旗,16.98,0.01,13.8,
宝马,22.68,3.8,12.8,
日产,13.5,11.3,5.45,
福特,31.98,7.3,10.28,
三菱,37.5,31.9,5.85,
斯柯达,13.69,12,2.68,
奔驰,37.73,1.2,30.88,
奥迪,22.98,3.3,14.98,
雷克萨斯,30.9,9.1,20.18,
斯柯达,8.99,8.6,4.39,
日产,16.48,13,3.98,
魏牌,18.88,8,6.88,
保时捷,55.4,0.7,47.8,
奔驰,31.88,2.6,20.88,
丰田,11.38,8.7,4.65,
起亚,11.28,14,3.68,
福特,13.68,9.8,3.89,
奥迪,23.66,2.25,12.58,
奔驰,30.78,7,21.58,
丰田,29.98,12,18.5,
奥迪,30.73,2.2,17.68,
丰田,9.28,10.3,2.29,
奥迪,44.38,6.7,29.18,
奥迪,102.2,13.7,29.5,
奔驰,45.48,7.6,31.98,
宝马,46.39,1.4,38.38,
广汽传祺,23.28,5.9,18.28,
宝马,47.55,0.4,39.3,
奔驰,43.88,0.76,36.3,
奔驰,30.38,2.4,18.88,
凯迪拉克,27.38,13.5,9.08,
福特,22.98,12,6.68,
宝马,39.69,2.9,29.5,
宝马,45.96,12,11.38,
阿斯顿·马丁,318,3.7,78.8,
别克,52.99,5.9,30.8,
奥迪,78.18,7,35.88,
斯柯达,20.36,7,5.98,
雷克萨斯,37.99,1.8,31.6,
宝马,43.39,1.62,34.3,
奔驰,60.48,2,37.8,
斯柯达,15.98,3.8,6.68,
奥迪,21.28,4.3,9.8,
大众,10.76,8,4.5,
奔驰,39.8,9.19,11.88,
Jeep,17.98,9.21,7.58,
奥迪,21.88,5.4,10.58,
奔驰,31.09,0.91,22.7,
奥迪,30.08,3.7,16.98,
路虎,46.8,14,10.98,
宝马,46.66,10,12.88,
奔驰,48.41,0.7,43.5,
保时捷,56.5,3.5,50.8,
奥迪,21.26,10,8.58,
宝马,35.88,8.8,11.5,
马自达,24.98,18.8,4.88,
宝骏,7.88,12,1.88,
启辰,7.18,4.4,2.6,
宝马,43.99,2.66,24.98,
保时捷,53.1,1.9,45.6,
名爵,7.79,0.01,6.69,
奥迪,45.48,2.56,20.38,
沃尔沃,39.69,5,22.8,
宝马,46.69,8.7,30.8,
雷克萨斯,29,8.6,21.5,
宝马,30.98,8.7,16.58,
大众,21.79,1,12.58,
本田,27.28,12,8.98,
马自达,16.08,7,8.58,
丰田,18.78,8.6,8.5,
现代,16.38,9,5.38,
奔驰,45.48,6,33.8,
奥迪,34.27,1.2,19.88,
奔驰,44.98,1.9,29.77,
奥迪,40.98,14.8,11.88,
奔驰,35.12,2.2,27.7,
保时捷,56.5,2.59,46.8,
丰田,28.78,1.6,15.58,
奥迪,32.62,1,21.68,
大众,16.29,1.68,10.8,
宝马,30.98,4.8,16.7,
五菱汽车,13.28,3,4.98,
福特,27.98,6.88,11.68,
福特,29.98,11,9.98,
红旗,18.98,2.7,14.98,
蔚来,33.8,2.3,26.68,
奥迪,34.29,8.3,15.8,
宝马,29.88,5.1,14.98,
奥迪,53.05,8,22.2,
大众,13.6,3.2,7.96,
宝马,47.55,1.8,39.7,
雷克萨斯,174,8.9,80.8,
奔驰,68.18,4,42.88,
沃尔沃,33.98,0.23,19.98,
丰田,14.78,13,3.18,
宝马,43.99,4.14,23.98,
大众,11.63,10,3.5,
本田,17.68,6,8.98,
宝马,22.68,4.9,11.5,
奥迪,33.27,0.72,19.6,
宝马,48.9,5.6,18.8,
奔驰,39.78,7.1,29.98,
大众,16.29,0.7,11.68,
大众,29.39,0.95,18.6,
凯迪拉克,35.27,5.32,17.98,
别克,25.89,3,18.6,
捷豹,54.8,1.11,32.6,
路虎,37.58,3.41,19.3,
宝马,35.88,15,10.98,
特斯拉,26.39,1.8,22.3,
奔驰,49.89,3.89,44.28,
本田,27.58,6.6,15.38,
大众,14.69,5.5,8.18,
奔驰,43.99,2.13,39,
大众,12.59,0.01,8.58,
保时捷,158.6,10,55.48,
长安,11.29,2.8,6.28,
五菱汽车,12.58,3.4,8.58,
奔驰,35.38,9.4,13.98,
奥迪,22.98,1.9,14.78,
宝马,30.98,8.4,13.5,
宝马,34.53,2.3,24.98,
Jeep,45.95,7.9,21.88,
奥迪,23.66,4.3,12.28,
宝马,暂无报价,3.2,55.8,
日产,12.99,3,9.98,
凯迪拉克,38.99,8,13.88,
奥迪,53.05,7.1,23.28,
起亚,13.99,3.6,7.88,
福特,12.08,5.3,6.28,
保时捷,55.4,2.9,45,
宝骏,6.98,9,2.5,
宝马,32.8,8,11.8,
宝马,32.53,6.6,12.99,
宝马,80.8,6,35.58,
广汽传祺,23.28,10,16.1,
宝马,42.39,2.55,34.58,
斯巴鲁,26.58,0.99,19.5,
埃安,15.38,21.4,5.58,
宝马,35.39,0.01,22.98,
奔驰,30.78,8,19.98,
福特,19.28,9,6.98,
本田,14.59,5.3,9.5,
保时捷,92.3,1.22,86.6,
奥迪,44.38,8.1,30.8,
宝马,34.53,3,25.98,
奔驰,49.78,5.8,43.7,
大众,17.08,3.3,10.8,
日产,18.58,9.6,8.68,
宝马,36.98,8,17.2,
奥迪,44.45,1.32,29.9,
保时捷,56.5,0.7,56.8,
奔驰,40.73,0.96,27.48,
大众,19.19,1.4,11.38,
吉利汽车,6.69,10,2.58,
丰田,85.6,6,64.98,
日产,13.89,0.6,12.86,
奥迪,41.58,6.8,24.8,
奥迪,41.78,15,17.98,
北京,17.98,10.1,7.75,
丰田,15.08,1.4,8.98,
林肯,34.88,1.7,23.68,
奥迪,23.84,3.96,13.18,
宝马,42.58,7,23.58,
雷克萨斯,39.99,2.3,33.8,
宝马,22.68,4.3,12.8,
奥迪,22.88,0.15,14.8,
保时捷,56.5,5,48.3,
奇瑞,5.99,3.5,3.88,
奔驰,31.9,9.6,15.38,
奔驰,73.58,3.3,56.98,
奥迪,22.33,3.2,13.58,
日产,12.39,0.83,8.58,
宝马,93.8,0.9,68.8,
本田,13.48,7.9,5.98,
特斯拉,23.19,2,18.88,
奥迪,21.98,8.8,10.68,
雪佛兰,25.99,4.3,14.78,
马自达,14.98,6.4,7.28,
荣威,15.58,4,8.88,
比亚迪,9.99,2.6,5.28,
大众,32.99,3.24,20.2,
大众,33.89,9.8,16.58,
宝马,44.99,6.4,23.88,
宝马,22.68,4.1,12.98,
路虎,158.8,7,77.98,
奥迪,41.58,1.6,28.99,
理想汽车,45.98,3,36,
宝马,32.38,4.5,17.3,
奥迪,19.4,14.2,8,
捷豹,59.8,0.23,41.88,
保时捷,55.8,9,22.88,
宝马,32.59,5.7,14.7,
路虎,158.8,15,65.8,
奔驰,50.41,1.06,47.9,
丰田,24.88,26,6.2,
特斯拉,26.97,5.3,15.59,
丰田,17.98,12,6.68,
丰田,11.78,4.39,5.38,
奥迪,28.68,4,16.68,
启辰,9.88,0.9,6.98,
保时捷,92.3,4.9,57.4,
奥迪,44.45,2.21,29.5,
Jeep,45.99,6,22.99,
日产,12.99,2.7,8.68,
大众,15.58,5.8,7.8,
奔驰,35.38,8,14.88,
哈弗,11.99,3.8,7.98,
奥迪,31.88,4,18.6,
奥迪,41.78,9.2,20.98,
奔驰,42.98,3,26.88,
宝马,47.69,7,23.88,
奥迪,41.98,4.33,29.8,
日产,18.78,5,11.8,
奥迪,22.33,0.65,15.88,
大众,16.98,12,7.18,
奔驰,30.38,3.9,17.8,
福特,22.98,6,11.6,
奔驰,29.38,0.01,29.38,
宝马,42.58,6.3,24.99,
奔驰,44.98,3.8,31.98,
丰田,38.98,7.2,27.8,
宝马,30.98,9,15.68,
本田,12.48,9.3,4.78,
宝马,52.25,0.5,41.78,
奔驰,32.88,4.2,20.88,
铃木,6.19,3.7,3.66,
奥迪,46.38,8.49,23.68,
大众,36.28,1.02,25.98,
奥迪,31.88,3.61,18.88,
奔驰,51.88,3.79,35.2,
奥迪,41.76,2.1,28.3,
奥迪,50.8,0.41,34.5,
奔驰,35.08,9.5,17.98,
奔驰,29.98,1.38,22.88,
奔驰,37.48,1.21,28.6,
日产,11.86,3.3,7.58,
林肯,59.98,3.8,35.8,
雷克萨斯,36.8,6.6,17.5,
路虎,100.6,1.86,68.8,
奥迪,41.78,7.42,21.68,
捷豹,28.88,6,14.98,
沃尔沃,31.88,0.13,21.88,
奥迪,100.88,0.22,69.3,
奥迪,41.78,8.43,21.8,
宝马,34.53,4.2,22.3,
宝马,30.98,1.7,19.98,
保时捷,88.8,8,38.88,
保时捷,99.8,0.1,101.8,
奔驰,26.48,5.8,13.9,
起亚,5.49,10.1,2.88,
长城,12.68,1.4,9.8,
雷克萨斯,64.2,8.6,33.8,
别克,34.39,2.3,31,
斯柯达,8.99,5.2,4.76,
奔驰,46.78,5.4,34.58,
宝马,50.29,4.88,37.3,
凯迪拉克,44.97,0.01,33.38,
丰田,19.68,13,8.9,
保时捷,55.4,3.7,45.8,
保时捷,120.6,5.1,79.9,
路虎,73.58,0.8,57.7,
荣威,10.48,2.5,6.08,
奔驰,146.8,1.5,145.8,
雷克萨斯,29,6,21.68,
宝马,126.9,0.5,94.88,
奥迪,50.8,0.69,35.88,
奥迪,31.88,5.8,19.88,
丰田,19.98,4,14.98,
广汽传祺,21.98,3.2,17.38,
奥迪,34.38,4.1,22.88,
宝马,50.29,4.1,39.8,
奥迪,47.09,6.82,27.68,
别克,24.99,11,11.58,
宝马,43.99,3.71,23.98,
奔驰,32.38,11,14.98,
宝马,43.99,3.3,23.98,
保时捷,55,5.4,29.98,
奥迪,44.38,7.8,29.88,
埃安,13.56,3.7,9.68,
奥迪,78.88,1.48,53,
宝马,48.69,4.03,34.88,
奔驰,35.08,12.23,17.9,
大众,31.99,7.5,18.98,
丰田,13.58,10.6,6.38,
欧拉,7.18,3.27,4.58,
宝马,39.89,1.73,31.98,
奥迪,22.98,0.04,16.5,
丰田,81.9,3.81,69,
保时捷,127.5,4.3,75.8,
丰田,89.9,0.1,90.9,
MINI,36.18,0.16,30.58,
东风,10.98,15,4.3,
宝马,38.98,3,24.88,
奔驰,84.28,8.4,57.58,
大众,21.79,0.73,16.68,
宝马,77.5,4.6,65.8,
日产,13.39,9.2,7.48,
奥迪,45.49,2.1,32.98,
Jeep,48.95,9.6,23.4,
奔驰,29.98,1.35,24.3,
奔驰,79.98,8.5,54.88,
奔驰,35.68,4.6,22.98,
本田,13.99,4.3,9.58,
捷豹,32.98,0.01,23.98,
奥迪,124.78,0.25,90.88,
奥迪,22.98,1.09,15.78,
奥迪,41.58,0.52,30.3,
保时捷,91.3,6,62.88,
保时捷,115.8,7,79.88,
奥迪,22.98,0.05,16.8,
红旗,17.98,5,11.66,
马自达,21.88,6.8,12.38,
宝马,46.39,8.36,28.08,
宝马,63.5,2.8,59.7,
宝马,83.69,4.1,57.8,
奔驰,30.38,4,19.8,
奔驰,129.18,1.5,78.8,
奔驰,115.46,1.5,94.5,
保时捷,54.5,6.6,35.58,
奥迪,36.38,7.9,20.8,
大众,21.51,10.7,12.3,
奔驰,35.33,1.7,26.08,
保时捷,54.5,1,49.3,
日产,15.59,0.01,13.45,
宝马,34.69,5.3,24.18,
丰田,38.98,15,27.28,
宝马,50.69,7.46,29.28,
奔驰,120.18,9,74.6,
奥迪,88.98,0.01,69.8,
奥迪,84.28,4.8,55.8,
宝马,38.98,7.8,25.8,
别克,23.29,8.7,18.38,
别克,52.99,6,30.88,
奔驰,30.38,4.3,20.18,
奥迪,33.43,0.01,24.98,
Jeep,48.95,4.4,26.5,
大众,16.58,2,11.7,
丰田,27.98,10,17.48,
日产,18.88,0.04,14.99,
奥迪,37.18,5,24.88,
宝马,42.58,5.2,28.5,
奥迪,38.78,5.2,25.98,
奔驰,46.58,7,31.98,
保时捷,142.1,2.8,109.7,
宝马,43.99,3.5,24.8,
本田,26.68,15,12.88,
保时捷,61.9,2,47.7,
奥迪,34.38,6.98,20.8,
奥迪,92.98,0.1,71.8,
宝马,47.98,2.7,33,
奥迪,44.45,2.18,28.9,
比亚迪,13.78,0.5,10.68,
路虎,119.8,0.01,92.8,
宝马,50.69,6.6,30.88,
保时捷,86.8,4.1,63.8,
奔驰,132.9,0.75,108.8,
奔驰,44.98,0.19,34.9,
奔驰,29.98,1.9,25.8,
MINI,33.98,5.2,23.58,
宝马,37.09,1.76,28.9,
日产,11.86,6.3,7.28,
奔驰,128.56,0.7,105.9,
丰田,19.68,14,8.98,
奥迪,46.98,4.3,32.98,
极氪,29.9,2.1,20.99,
吉利银河,16.37,0.8,12.88,
奥迪,36.68,0.01,28.9,
别克,23.29,3,20.48,
宝马,36.39,8.2,22.98,
奔驰,44.98,8.3,30.19,
奥迪,41.28,2.3,27.8,
奔驰,49.89,3.3,45.98,
丰田,13.38,0.01,10.68,
奔驰,31.58,6.7,21.28,
奥迪,48.88,0.79,39.1,
丰田,51.8,8.6,28.5,
别克,23.29,6,17.68,
路虎,76.88,2,61.88,
雷克萨斯,40.5,4,29.2,
本田,24.98,12.3,13.88,
大众,53.38,1.7,40.8,
宝马,50.39,4.6,38.8,
特斯拉,23.19,6,18.8,
丰田,暂无报价,0.1,75,
比亚迪,11.68,1.17,8.98,
丰田,暂无报价,0.1,118,
保时捷,91.3,8.1,62.9,
大众,22.98,4.1,17.8,
大众,71.88,9.3,40.8,
保时捷,91.3,1.44,78.3,
丰田,45.08,11.6,38.8,
奥迪,39.75,0.01,32.5,
丰田,29.48,14.4,16.8,
吉利汽车,10.98,0.92,8.98,
奥迪,35.98,0.01,30.98,
别克,37.99,9.8,26.6,
玛莎拉蒂,95.98,2.4,67.3,
宝马,34.53,1.48,26.98,
丰田,21.98,3.2,16.26,
保时捷,91.3,4,63.8,
沃尔沃,42.59,3.4,26.37,
保时捷,97.3,3.8,98.6,
道奇,暂无报价,4.11,32.3,
丰田,暂无报价,7.6,25.5,
雷克萨斯,129.1,4.6,157.8,
奔驰,54.99,1.8,46.8,
奥迪,48.88,2,37.58,
丰田,38.98,12,25.38,
奔驰,85.28,2.9,72.98,
奔驰,30.28,2.7,23.5,
保时捷,54.5,1.4,46.8,
保时捷,69.3,0.49,65.4,
Jeep,44.99,0.18,40.8,
奔驰,115.46,1.6,106.8,
奔驰,85.28,3.78,71.98,
日产,暂无报价,5.3,29.5,
丰田,暂无报价,8.1,37.8,
日产,暂无报价,8,27.5,
别克,33.99,9.8,23.5,
保时捷,87.8,0.8,82.6,
奔驰,50.41,0.85,47.68,
奔驰,28.98,4.1,28.8,
广汽传祺,19.28,4.5,16.98,
保时捷,116.8,0.8,112.6,
坦克,22,2.4,18.6,
宝马,暂无报价,8,30.8,
路虎,80.8,0.01,79.9,
保时捷,56.5,1,60.5,
保时捷,55.4,0.2,55,
坦克,22.3,2.85,19.58,
丰田,45.08,8.2,37.8,
路虎,暂无报价,13,36.88,
丰田,暂无报价,15.3,40.88,
道奇,暂无报价,5.83,21.6,
宝马,70.5,3.97,65.98,
法拉利,305.7,0.7,322.8,
保时捷,113.8,2.6,105.88,
奥迪,41.76,6.76,29.38,
保时捷,97.3,3.3,96.6,
保时捷,54.5,1.4,56.6,
奥迪,暂无报价,0.01,53.9,
法拉利,305.7,1.2,325.8,
丰田,77.2,11,72.88,
奔驰,189.2,1.8,206.88,
丰田,暂无报价,18,34.8,
保时捷,暂无报价,11.3,39.8,
宝马,暂无报价,6.8,19.38,
三菱,暂无报价,5,25.38,
丰田,暂无报价,5,45.8,
路虎,暂无报价,5.7,92.8,
保时捷,157.8,0.09,205.8,
奔驰,34.78,0.01,43.6,
丰田,暂无报价,7.9,65.8,
路虎,暂无报价,9,69.8,
路虎,暂无报价,8.5,63.8,
雷克萨斯,119.9,0.1,157,
路虎,204.8,0.01,207.8,
三菱,暂无报价,11,23.9,
丰田,暂无报价,11,35.5,
奔驰,暂无报价,1.9,198.8,
五菱汽车,暂无报价,11,1.5,
福特,46.98,8,17.68,
宝马,49.96,11,14.88,
宝马,34.98,7.1,12.18,
宝马,29.88,2.8,16.58,
广汽传祺,14.38,6.1,5.65,
雪佛兰,11.49,5.52,4.98,
哈弗,13.68,6.7,4.28,
大众,11.89,4.8,5.68,
别克,19.98,7,7.98,
雪佛兰,11.99,5,5.28,
荣威,8.99,0.7,5.48,
丰田,24.88,16,4.88,
宝马,38.98,5.5,18.98,
林肯,28.18,7.64,11.58,
宝马,43.56,10,14.3,
别克,26.99,7.6,9.98,
长安,11.68,10.8,3.88,
路虎,42.28,2,22.8,
宝马,35.39,0.7,20.68,
奇瑞,7.79,6,2.98,
北汽幻速,7.68,4.6,3.58,
奥迪,23.46,3.8,11.98,
现代,14.98,9,6.48,
名爵,10.78,2.8,4.68,
奥迪,33.98,8,14.8,
别克,25.99,9.6,11.33,
奥迪,39.82,9,12.38,
路虎,84.8,21,22.98,
大众,13.99,2,7.88,
奥迪,21.88,5.4,11.38,
奔驰,32.48,5.83,12.88,
红旗,53.98,6,23.68,
哈弗,12.1,2.8,6.88,
本田,13.88,3.9,8.5,
欧拉,20.3,0.54,11.58,
宝马,80.8,4,39.8,
路虎,79.8,9,32.9,
奥迪,28.78,1.8,17.79,
大众,9.56,9.5,4.38,
本田,11.98,3.4,6.48,
荣威,13.08,2.3,8.18,
奥迪,46.85,12,17.78,
本田,29.28,9.8,13.68,
奥迪,31.71,0.9,19.98,
特斯拉,79.4,8.2,33.78,
丰田,29.88,14.7,10.38,
领克,14.68,3.1,9.38,
路虎,155.8,15.9,54.8,
宝马,39.99,1.5,23.98,
日产,19.68,9.8,6.98,
大众,10.88,0.6,6.98,
宝骏,11.98,3,6.2,
宝马,42.69,7.8,23.98,
大众,13.69,12,4.88,
本田,19.98,3.2,12.99,
宝马,38.98,3,23.88,
比亚迪,23.98,4.7,13.68,
沃尔沃,63.89,4,33.8,
丰田,20.18,4.5,11.68,
广汽传祺,12.8,1.6,8.98,
理想汽车,34.98,3.5,21.68,
奔驰,29.98,3.4,19.9,
宝马,27.88,7,13.98,
丰田,13.58,5.8,7.98,
奥迪,34.38,5.6,18.8,
广汽传祺,18.58,5,10.98,
保时捷,55,4,27.88,
奥迪,41.58,5.6,22.98,
大众,14,5.8,8.28,
福特,19.28,3.61,10.68,
别克,19.53,2.43,5.18,
大众,34,10,17.5,
奔驰,42.8,11,18.5,
现代,14.08,6.8,7.28,
奔驰,46.58,6,27.98,
大众,16.69,13.6,7.28,
奥迪,32.71,1.9,19.76,
奥迪,83.88,3.6,50.68,
比亚迪,21.98,4.66,2.48,
特斯拉,31.69,5.2,19.3,
埃安,15.76,0.8,10.9,
比亚迪,23.78,0.4,16.5,
保时捷,54.5,4,31.3,
MINI,22.98,2.4,15.99,
奔驰,35.08,3.2,20.1,
别克,18.28,5,8.98,
福特,19.28,10.06,8.68,
吉利汽车,10.98,1,7.28,
大众,13.79,4.4,8.58,
路虎,82.8,13.2,30.98,
雷克萨斯,50.1,12.36,22.88,
奔驰,51,0.1,33.9,
本田,24.68,8.9,13.38,
马自达,14.79,3,9.88,
奔驰,26.48,3,15.5,
别克,26.99,13,12.5,
奥迪,40.98,3.5,29.18,
路虎,88.8,8,37.5,
比亚迪,26.07,8.6,4.58,
奥迪,31.88,5.95,19.68,
奔驰,107.96,0.01,48.8,
宝马,46.39,6.9,28.8,
丰田,11.78,10.8,5.88,
雪佛兰,13.69,10,1.18,
奔驰,45.88,2.3,30.5,
奔驰,35.12,2.8,26.3,
奔驰,39.3,12,6.8,
捷豹,61,14,8.38,
大众,35.99,5,22.68,
比亚迪,18.59,4.9,4.08,
日产,18.78,3.4,12.68,
雷克萨斯,27.9,11.3,16.6,
奔驰,42.98,2.15,32.68,
别克,11.99,1.5,4.68,
雪佛兰,15.32,7,2.2,
丰田,23.98,9,13.38,
名爵,14.98,13.5,1.55,
路虎,100.8,1.5,76.88,
起亚,15.5,16,0.95,
别克,23.29,12,1.5,
纳智捷,24.88,9,1.6,
奔驰,76.8,13,4.9,
比亚迪,26.98,7.12,3.96,
奔驰,34.68,4,23.8,
保时捷,120.6,4,77.9,
长安,8.19,6.3,1.56,
大众,14.18,13,1,
日产,18.38,7.8,2.78,
比亚迪,10.99,9,1.68,
雪佛兰,10.49,3.43,3.8,
奔驰,259.8,9,18.8,
宝马,36.39,5,25.18,
陆风,12.98,6.9,1.48,
本田,13.99,7,7.98,
奥迪,45.02,4.1,29.4,
比亚迪,24.59,8,4.9,
别克,25.99,8,2,
别克,11.99,3.3,4.88,
雪佛兰,14.89,9,1.15,
凯迪拉克,46.98,12,7.58,
丰田,22.28,4.6,15.58,
领克,34.98,0.08,25.88,
红旗,31.98,7,7.88,
别克,18.97,9,1.58,
东风风神,9.48,11,0.8,
雪佛兰,13.69,8.6,1.76,
路虎,62.8,10,10.68,
雪佛兰,15.32,7.4,1.98,
马自达,17.98,11,1.58,
马自达,17.98,11,1.6,
众泰,12.88,8.6,2.2,
奔驰,42.98,5.7,28.7,
东南,8.48,16,0.78,
吉利汽车,12.57,0.4,9.98,
福特,23.98,13,2.28,
标致,22.07,6,3.9,
福特,10.53,8,1.42,
大众,13.48,10.5,1.28,
奥迪,76.08,7.9,23.46,
哈弗,12.78,9.3,1.88,
丰田,23.98,1.7,18.38,
奔驰,34.8,13,3.68,
奔驰,41.98,5.6,25.18,
奔驰,34.68,6.6,22.3,
福特,17.98,11,2.68,
宝马,80.9,14.8,8.78,
雪佛兰,16.99,11.3,3.26,
日产,23.98,9.3,3.58,
沃尔沃,53.99,12,8.28,
东风风行,6.69,6.4,1.3,
北汽幻速,6.58,8,1.28,
宝马,52.16,14.1,3.6,
宝马,39.89,3.1,30.8,
比亚迪,27.98,10.87,4.28,
路虎,62.8,14,9.58,
路虎,53.8,17,5.98,
宝马,68.86,14.6,4.88,
奇瑞,12.39,5.8,3.98,
宝马,89.8,15,11.8,
宝马,58.39,1.9,43.8,
丰田,34.4,15.5,4.6,
标致,11.59,8,2.5,
别克,11.99,1.5,5.05,
长安凯程,6.09,3,1.58,
雪佛兰,11.99,2,5.08,
宝马,47.19,3.69,37.58,
大众,23.38,9.8,3.18,
奔驰,59.8,13,5.6,
别克,17.89,7.2,4.68,
沃尔沃,30.99,11,5.58,
奥迪,59.88,0.85,47.78,
日产,16.48,10,2.99,
丰田,16.98,15,1.68,
Jeep,57.99,10.8,10.38,
福特,26.28,11,4.8,
奥迪,40.04,8.2,13.98,
奔驰,84.5,1.6,43.68,
本田,11.68,12,1.68,
丰田,61.8,9,13.98,
长安,8.59,5,1.23,
标致,9.47,7.24,2.18,
宝马,30.6,5.92,10.8,
宝马,33.9,8.4,7.8,
雷克萨斯,36.9,10,6.98,
本田,22.98,6,17.58,
凯迪拉克,36.99,13,6.98,
丰田,32,15,4.68,
